language_group,source_file,docid,title,country,incomegroup,year,link,rag_complete,bb_info,bb_info_conf,bb_info_evidence,bb_info_stage,bb_structped,bb_structped_conf,bb_structped_evidence,bb_structped_stage,bb_targeted,bb_targeted_conf,bb_targeted_evidence,bb_targeted_stage,bb_parentstim,bb_parentstim_conf,bb_parentstim_evidence,bb_parentstim_stage,bb_preprimary,bb_preprimary_conf,bb_preprimary_evidence,bb_preprimary_stage,bb_travel,bb_travel_conf,bb_travel_evidence,bb_travel_stage,bb_merit,bb_merit_conf,bb_merit_evidence,bb_merit_stage,bb_deworm,bb_deworm_conf,bb_deworm_evidence,bb_deworm_stage
English,nep_counted_llm_rag_full.dta,72.0,Adamawa State (Education Sector) 2023 – 2025 Medium-Term Sector Strategy (MTSS),Nigeria,Lower middle income,2022,http://planipolis.iiep.unesco.org/en/2022/adamawa-state-education-sector-2023-2025-medium-term-sector-strategy-mtss,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.5,special scholarship 3 3 3 3 1 3 3 3 1 3 26 52 mubi north ongoing 2022 2026,verify,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,233.0,Education for Renewed Hope: Roadmap for the Nigerian Education Sector (2024–2027),Nigeria,Lower middle income,2023,http://planipolis.iiep.unesco.org/en/2023/education-renewed-hope-roadmap-nigerian-education-sector-2024-2027,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,13.0,National Strategy for the Development of Education in the Republic of Macedonia 2005-2015,North Macedonia,Upper middle income,2004,http://planipolis.iiep.unesco.org/en/2004/national-strategy-development-education-republic-macedonia-2005-2015-5057,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,73.0,Education strategy 2018-2025 and action plan,North Macedonia,Upper middle income,2018,http://planipolis.iiep.unesco.org/en/2018/education-strategy-2018-2025-and-action-plan-6622,1,0,0.9,,triage,0,0.9,,triage,0,0.2,at the same time compulsory extra curriculum for pupils facing learning difficulties and additional curriculum for pupils showing advanced achievement on certain subjects were introduced,verify,0,0.9,,triage,1,0.9,capacities of preschool educators from 18 model kindergartens were developed they were trained to implement the standards based strategies for teaching children,verify,1,0.95,provision of free textbooks and free transportation for the pupils with a permanent residence at least 2 kilometres away from the nearest school,verify,1,0.95,special prizes have been introduced for pupils who have won awards at national and international mathematics and science competitions since 2016 2017 school year financial awards have been planned for pupils who will win gold silver or bronze medals,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,161.0,See the opportunities and make them work ! Strategy for entrepreneurship in education and training 2004-2008: Strategic plan,Norway,High income,2004,http://planipolis.iiep.unesco.org/en/2004/see-opportunities-and-make-them-work-strategy-entrepreneurship-education-and-training-2004-2008,1,0,1.0,,triage,0,0.9,,triage,0,0.2,"""increase in complexity in accordance with the pupil’s age and maturation level with opportunities for adaptation to local conditions and the individual stage of education""",verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,169.0,"Equal education in practice ! Strategic plan: Strategy for better teaching and greater participation of linguistic minorities in kindergartens, schools and education 2007-2009: revised edition February 2007",Norway,High income,2007,http://planipolis.iiep.unesco.org/en/2007/equal-education-practice-strategic-plan-strategy-better-teaching-and-greater-participation-4199,1,1,0.8,improving schools will be regulated in specific legislation information about upper secondary education and career choice aimed at linguistic minority the ministry of education,verify,0,0.9,,triage,0,0.9,,triage,0,0.5,kindergarten should give children below school primary secondary and adult education age good opportunities for development and activity motivating and stimulating employers,verify,0,0.9,,triage,0,0.95,,triage,0,0.0,,verify_evidence_fail,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,333.0,Strategy for lower secondary education in Norway,Norway,High income,2015,http://planipolis.iiep.unesco.org/en/2015/strategy-lower-secondary-education-norway-6408,1,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,40.0,Norwegian Strategy for Skills Policy 2017-2021,Norway,High income,2017,http://planipolis.iiep.unesco.org/en/2017/norwegian-strategy-skills-policy-2017-2021,1,0,0.3,career guidance aims to improve the individual’s ability to make conscious educational and career choices,verify,0,1.0,,triage,0,0.3,provide flexible training with the aim of faster transition to work or further training,verify,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,148.0,Long-term plan for research and higher education 2019-2028: Meld. St. 4 (2018-2019) Report to the Storting (white paper),Norway,High income,2019,http://planipolis.iiep.unesco.org/en/2019/long-term-plan-research-and-higher-education-2019-2028-meld-st-4-2018-2019-report-storting,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,282.0,Further growth and enhanced quality: Strategy for tertiary vocational education,Norway,High income,2021,http://planipolis.iiep.unesco.org/en/2021/further-growth-and-enhanced-quality-strategy-tertiary-vocational-education,1,1,0.9,further raise the profile of tertiary vocational education among other things by further developing the information available on the website utdanning no,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,256.0,Long-term plan for research and higher education 2023–2032,Norway,High income,2023,http://planipolis.iiep.unesco.org/en/2023/long-term-plan-research-and-higher-education-2023-2032,1,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,81.0,National strategy for education 2040: executive Summary,Oman,High income,2018,http://planipolis.iiep.unesco.org/en/2018/national-strategy-education-2040-executive-summary,1,0,0.9,,triage,0,0.9,,triage,0,0.2,,verify,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,404.0,Balochistan Education Sector Plan 2020-2025,Pakistan,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/balochistan-education-sector-plan-2020-2025-7360,1,0,0.9,,triage,0,0.95,,triage,0,0.8,,triage,0,0.9,,triage,1,0.9,pre primary early childhood education in balochistan like the rest of pakistan can be divided into the traditional pre primary of kachi50 and the quality ece based on the specialised curriculum developed for its delivery presence of quality ece is limited with only 7 of the teachers trained in ece 9 separate ece teachers and separate ece classrooms in only 14 of government schools51,verify,1,0.95,provision of transport facility will positively impact access and participation of girls,verify,0,0.5,awareness sessions will be conducted in schools on existing scholarship schemes,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,264.0,"Khyber Pakhtunkhwa Education Improvement Program (KP-EIP): program document for education sector program implementation grant for Khyber Pakhtunkhwa, Pakistan",Pakistan,Lower middle income,2021,http://planipolis.iiep.unesco.org/en/2021/khyber-pakhtunkhwa-education-improvement-program-kp-eip-program-document-education-sector,1,0,0.9,,triage,1,0.95,teachers are provided with lesson plans an online cpd teacher attendance portal has been developed to track teacher participation in cpd,verify,0,0.9,,triage,0,0.2,parents and communities will be encouraged to participate and provide innovative solutions for the child s cognitive and social development,verify,1,1.0,development and approval of ece policy implementation framework teacher training materials and training program with feasibility of establishing ece spaces in existing government schools,verify,1,0.95,the schools are too far away and or transport facilities are unavailable other reasons contributing towards such high number of oosc include the condition of the school the cost of schooling,verify,0,0.9,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,141.0,Khyber Pakhtunkhwa Education Sector Plan 2020/21 - 2024/25,Pakistan,Lower middle income,2022,http://planipolis.iiep.unesco.org/en/2022/khyber-pakhtunkhwa-education-sector-plan-202021-202425-7418,1,0,0.9,,triage,1,0.9,revise teacher training manuals and teacher guides so that they reflect the snc,verify,0,0.9,,triage,0,0.9,,triage,1,0.95,ece materials and kits will be provided and existing and new teachers will be trained in ece pedagogy,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,239.0,"National higher education research agenda, NHERA",Philippines,Lower middle income,2009,http://planipolis.iiep.unesco.org/en/2009/national-higher-education-research-agenda-nhera-6475,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,1,0.9,institutionalization of a system of rewards and incentives for research undertakings and outputs of hei faculty and researchers,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,403.0,Learning opportunities shall be available: The Basic Education Learning Continuity Plan in the Time of COVID-19,Philippines,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/learning-opportunities-shall-be-available-basic-education-learning-continuity-plan-time-covid-0,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,the delivery of instruction for them should be anchored on the principles of developmentally appropriate practices age appropriate individually appropriate and socio culturally appropriate,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,468.0,Learning opportunities shall be available: The Basic Education Learning Continuity Plan in the Time of COVID-19,Philippines,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/learning-opportunities-shall-be-available-basic-education-learning-continuity-plan-time-covid-0,1,0,1.0,,triage,0,0.0,,verify_evidence_fail,0,0.3,,verify,0,0.8,,triage,0,0.95,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,6.0,Public financial management: reform roadmap 2020 and beyond,Philippines,Lower middle income,2021,http://planipolis.iiep.unesco.org/en/2021/public-financial-management-reform-roadmap-2020-and-beyond-7474,1,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,146.0,Education and Training Sector Strategy 2011-2016 (ETSS): executive summary,Qatar,High income,2011,http://planipolis.iiep.unesco.org/en/2011/education-and-training-sector-strategy-2011-2016-etss-executive-summary-5535,1,0,0.9,,triage,0,0.8,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,145.0,Strategic issues paper,Rwanda,Low income,2002,http://planipolis.iiep.unesco.org/en/2002/strategic-issues-paper-3695,1,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,312.0,Education Sector Strategic Plan 2006 - 2010 (ESSP),Rwanda,Low income,2006,http://planipolis.iiep.unesco.org/en/2006/education-sector-strategic-plan-2006-2010-essp-3683,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.8,research prepare rwandan material for stimulation kits eccd home visits parenting,verify,1,0.9,• establish community eccd centres with • 2010 community centres in 106 districts quality early childhood care mineduc support for materials equipment,verify,0,0.9,,triage,0,0.0,,verify_evidence_fail,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,273.0,Rwanda education sector: long-term strategy and financing framework 2006-2015 (LTSFF),Rwanda,Low income,2006,http://planipolis.iiep.unesco.org/en/2006/rwanda-education-sector-long-term-strategy-and-financing-framework-2006-2015-ltsff-3719,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,470.0,Education Sector Strategic Plan - ESSP 2008 - 2012,Rwanda,Low income,2008,http://planipolis.iiep.unesco.org/en/2008/education-sector-strategic-plan-essp-2008-2012-5006,1,0,0.2,schools will also be able to access information in emis to enable them to measure their performance against other schools,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,introduce conditional scholarships and tied contracts to reduce teacher attrition,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,436.0,Integrated early childhood development policy strategic plan 2011/12 - 2015/16,Rwanda,Low income,2011,http://planipolis.iiep.unesco.org/en/2011/integrated-early-childhood-development-policy-strategic-plan-201112-201516-5251,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,the primary focus needs to be on expanding access to and improving quality of pre primary education for children from 3 to 6 years,verify,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,441.0,Education Sector Strategic Plan 2013/14 - 2017/18,Rwanda,Low income,2013,http://planipolis.iiep.unesco.org/en/2013/education-sector-strategic-plan-201314-201718-5932,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.2,ecd packages for caregivers and pre school teacher training,verify,1,0.95,the pre primary curriculum will also be revised as part of the planned revision of the school curriculum,verify,0,0.9,,triage,1,0.9,scholarship provision management support,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,189.0,Adult education strategic plan 2014/2015 – 2018/2019,Rwanda,Low income,2014,http://planipolis.iiep.unesco.org/en/2014/adult-education-strategic-plan-20142015-%E2%80%93-20182019-6222,1,0,0.9,,triage,0,0.8,,triage,0,0.9,,triage,0,0.95,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,provide certificates of merit to adult education instructors,verify,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,401.0,Education sector strategic plan 2018/19 to 2023/24,Rwanda,Low income,2019,http://planipolis.iiep.unesco.org/en/2019/education-sector-strategic-plan-201819-202324-6812,1,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,0.4,community and parental education programmes will be provided to raise awareness of the importance of pre primary education and also of early learning,verify,1,0.95,priority will be given to ensuring all children get a good start to their education through participation in school readiness programmes,verify,0,0.9,,triage,1,0.95,increase in number of students especially girls who receive scholarships to pursue higher education courses especially in stem subjects based on merit full scholarships will be awarded to identified needy students and girls to promote their enrolment in stem programmes in higher education,verify,1,0.9,this will cover the development of school farms sanitation facilities access to clean water nutrition de worming provisions,verify
English,nep_counted_llm_rag_full.dta,176.0,National skills development and employment promotion strategy  2019-2024,Rwanda,Low income,2019,http://planipolis.iiep.unesco.org/en/2019/national-skills-development-and-employment-promotion-strategy-2019-2024,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,3 4 2 1 provide scholarships for rare and critical skills in strategic sub sectors skills in the priority sectors as identified by sector skills assessments as ‘rare and critical’ will be eligible for scholarships funded through existing schemes under hec,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,498.0,Keeping the doors open for learning: response plan of Ministry of Education to the COVID-19 outbreak,Rwanda,Low income,2020,http://planipolis.iiep.unesco.org/en/2020/keeping-doors-open-learning-response-plan-ministry-education-covid-19-outbreak-6957,1,0,0.2,,verify,0,0.9,,triage,0,0.2,remedial education programmes will be implemented upon school reopening providing targeted support to the most marginalised and underachieving students,verify,0,0.9,,triage,0,0.95,,triage,0,1.0,,triage,0,0.8,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,170.0,School sports strategic plan  2020/21- 2024/25,Rwanda,Low income,2020,http://planipolis.iiep.unesco.org/en/2020/school-sports-strategic-plan-202021-202425-7013,1,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,487.0,National policy of persons with disabilities and four years strategic plan (2021-2024),Rwanda,Low income,2021,http://planipolis.iiep.unesco.org/en/2021/national-policy-persons-disabilities-and-four-years-strategic-plan-2021-2024-7242,1,0,0.9,,triage,1,0.95,4 establish and equip resource rooms centers in special and inclusive mineduc 970 000 000 725 000 000 1 810 000 000 910 000 000,verify,0,0.9,,triage,0,0.5,"""train care givers and parents leaders on cc minaloc positive parenting 53 745 000 53 745 000 53 745 000 53 745 000 214 980 000""",verify,1,0.9,develop inclusive ecd training neduc minal curriculum for ecd teachers,verify,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,32.0,National plan for the teaching and learning of French in Rwanda,Rwanda,Low income,2022,http://planipolis.iiep.unesco.org/en/2022/national-plan-teaching-and-learning-french-rwanda-7402,1,0,0.9,,triage,0,0.0,,verify_evidence_fail,1,0.9,the test will identify the teachers with the weakest level of french those who have not yet reached the b1 level,verify,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.4,help teachers find scholarships and internships,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,58.0,Education sector strategic plan (ESSP) 2024-2029 Abridged version,Rwanda,Low income,2024,http://planipolis.iiep.unesco.org/en/2024/education-sector-strategic-plan-essp-2024-2029-abridged-version,1,0,0.9,,triage,0,0.9,,triage,0,0.7,the essp will implement a remedial learning programme targeting learners who fall behind in literacy and numeracy,verify,0,0.9,,triage,1,0.95,recruit 5 542 trained pre primary teachers and ensure continuous professional development of 6 382 existing teachers to reach the pupil trained teacher ratio of 45 1 from 113 1 q a facilitate 4 625 out of 37 000 early childhood development centres to meet pre primary standards 416 284 learners will be enrolled and 9 251 teachers will be recruited q provide age appropriate teaching and learning materials for 4 338 pre primary schools with a focus on play based materials,verify,0,0.85,,triage,1,1.0,encourage female enrolment in ste a m tvet and higher education particularly in underrepresented fields with scholarships and mentorship,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,348.0,Foundational learning strategy 2024/25 – 2028/29,Rwanda,Low income,2024,http://planipolis.iiep.unesco.org/en/2024/foundational-learning-strategy-202425-202829,1,0,0.9,,triage,1,0.95,similarly every teacher should have teacher guides aligned with the textbook and curriculum,verify,1,0.95,the strategy will offer a remedial program targeting learners with the greatest learning needs,verify,1,0.95,mineduc and ncda will work together to expand parenting programmes to families of children accessing ecd services to improve the home environment and initiate home activities,verify,1,0.95,in recent years expanding access to quality pre primary education has become a priority within the education sector in rwanda,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,430.0,National policy on radical inclusion in schools implementation plan 2021-2026,Sierra Leone,Low income,2022,http://planipolis.iiep.unesco.org/en/2021/national-policy-radical-inclusion-schools-7147,1,0,0.9,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,1,1.0,undertake a feasibility study to assess the suitability and lead mlgrd other actors transportation to sustainability of providing accessible transportation to pupils,verify,0,0.5,2 1 16 distribute annual national inclusion awards to acknowledge inclusion champions in schools and communities,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,197.0,Revised five-year strategic plan 2015/16-2019/20,South Africa,Upper middle income,2016,http://planipolis.iiep.unesco.org/en/2016/revised-five-year-strategic-plan-201516-201920-6360,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,in the absence of hostels learner transport must be provided working in collaboration with the provincial departments of transport,verify,1,0.95,the funza lushaka bursary programme has made 76 776 awards,verify,1,0.95,programmes such as de worming are being introduced in partnership with the department of health to consolidate the nutrition programme,verify
English,nep_counted_llm_rag_full.dta,338.0,Strategic Plan 2020–2025 Department of Higher Education and Training,South Africa,Upper middle income,2020,http://planipolis.iiep.unesco.org/en/2020/strategic-plan-2020%E2%80%932025-department-higher-education-and-training-6875,1,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,99.0,Strategic plan 2019/20 - 2024/25,South Africa,Upper middle income,2022,http://planipolis.iiep.unesco.org/en/2022/strategic-plan-201920-202425,1,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.2,,verify,0,0.8,,triage,1,0.95,a learner who travels a minimum distance of three 3 kilometres to the nearest appropriate school qualifies for dedicated learner transport,verify,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,126.0,Interim basic education strategy,Sudan,Low income,2012,http://planipolis.iiep.unesco.org/en/2012/interim-basic-education-strategy-5491,1,0,0.9,,triage,0,0.95,,triage,0,0.4,initiate a national learning assessment will similarly strengthen the capacity of the system to effectively 49 identify educational needs target financing and monitor student learning levels,verify,0,0.9,,triage,1,0.95,the quality of provision is very uneven with differing curricula access to learning materials and qualified teachers,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,490.0,General Education Sector Strategic Plan 2018/19 - 2022/23,Sudan,Low income,2019,http://planipolis.iiep.unesco.org/en/2019/general-education-sector-strategic-plan-201819-202223-6814,1,0,0.8,,triage,1,0.9,provision of text books and readers to learners as well as teaching guides to teachers the activity will also pilot assessment feedback,verify,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,provide dormitories to accommodate students who have to travel long distances to get to school,verify,1,0.95,support to provide number of 47 010 49 532 52 070 54 621 57 180 poor and scholarships and scholarship bursary vulnerable bursaries to beneficiaries students vulnerable students,verify,1,0.95,develop and implement a school health program focusing on de worming school based health programs have been identified as one of the most efficient methods of dealing with non communicable diseases especially the intestinal parasites,verify
English,nep_counted_llm_rag_full.dta,505.0,National COVID19 response plan (draft) Keeping students safe and engaged in learning in Sudan,Sudan,Low income,2020,http://planipolis.iiep.unesco.org/en/2020/national-covid19-response-plan-draft-keeping-students-safe-and-engaged-learning-sudan-6993,1,0,0.9,,triage,0,0.9,,triage,0,0.2,support catchup classes of children and youth maintain the radio and tv programs to support,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,374.0,Transitional education plan 2025-2027,Sudan,Low income,2025,http://planipolis.iiep.unesco.org/en/2025/transitional-education-plan-2025-2027,1,0,0.9,,triage,0,0.9,,triage,0,0.4,implement remedial and catch up programs in opened schools to address learning loss remedial programs directly address the critical needs of learners,verify,0,1.0,,triage,0,0.2,,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,119.0,Strategy for entrepreneurship in the field of education,Sweden,High income,2009,http://planipolis.iiep.unesco.org/en/2009/strategy-entrepreneurship-field-education-5722,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.95,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,289.0,Reaching Syria’s underserved children: Multi-Year resilience Education Programme (MYRP)  2020-2023,Syrian Arab Republic,Low income,2020,http://planipolis.iiep.unesco.org/en/2020/reaching-syria%E2%80%99s-underserved-children-multi-year-resilience-education-programme-myrp-2020-2023,1,0,0.9,,triage,0,0.95,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,1,0.9,provision of transport food materials etc for nfe programs may attract formal students to drop out,verify,0,0.95,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,287.0,Improving equity and learning: strengthening educational pathways for Syrian children: Education sector programme implementation grant proposal,Syrian Arab Republic,Low income,2021,http://planipolis.iiep.unesco.org/en/2021/improving-equity-and-learning-strengthening-educational-pathways-syrian-children-education,1,0,0.3,back to learning campaign as a means of informing parents on the availability of non formal education interventions and so as to advocate for their children’s enrolment,verify,0,0.0,,verify_evidence_fail,1,0.99,particular attention is placed on ensuring that students have mastered the foundational literacy and numeracy skills and is tailored to the educational level of the child as opposed to age or to curriculum,verify,0,0.3,ready to learn provides parents caregivers and educators with a guidance on how to provide children ages 3 to 6 with the foundational skills they need to learn through play,verify,1,0.98,offering a non formal play based education for three to five year old children the cbcc’s will be provided with learning materials light facility rehabilitation and the delivery of an evidence based ece training programme,verify,0,0.0,,verify_evidence_fail,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,458.0,Improving equity and learning: strengthening educational pathways for children in Northeast Syria: Global Partnership for Education program 2021-2024,Syrian Arab Republic,Low income,2021,http://planipolis.iiep.unesco.org/en/2021/improving-equity-and-learning-strengthening-educational-pathways-children-northeast-syria,1,0,0.9,,triage,1,0.95,nfe teachers and education personnel in formal and non formal education programming will benefit from on going professional development initiatives focused on inclusive gender sensitive and protective pedagogy,verify,1,0.95,particular attention is placed on ensuring students have mastered the foundational literacy and numeracy skills and is tailored to the educational level of the child as opposed to age or to curriculum,verify,0,0.25,parental education interventions such as parenting without violence an sc common approach designed to reinforce non violent responses to behavior,verify,1,0.98,1 1 2 early childhood education ages 3 5 to ensure access to early learning and child development opportunities non formal early childhood development ecd programs will be expanded,verify,1,0.95,there are often accessibility barriers related to distance and cost of transportation,verify,0,1.0,,triage,0,0.95,,triage
English,nep_counted_llm_rag_full.dta,182.0,The Medium Term Education Plan in the Syrian Arab Republic 2021-2023,Syrian Arab Republic,Low income,2021,http://planipolis.iiep.unesco.org/en/2021/medium-term-education-plan-syrian-arab-republic-2021-2023-0,1,0,0.9,,triage,0,0.9,,triage,0,0.6,the aim of this program was to give learners who did not have a good education in schools due to the conflict the opportunity of two month remedial education,verify,0,0.9,,triage,1,0.95,the program also aims to improve pre school education through implementing training activities in early childhood education and setting up follow up mechanisms to ensure the adherence of kindergartens to the standards and conditions set by the ministry to open kindergartens,verify,0,0.8,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,260.0,National strategy for education development of the Republic of Tajikistan (2006-2015),Tajikistan,Lower middle income,2005,http://planipolis.iiep.unesco.org/en/2005/national-strategy-education-development-republic-tajikistan-2006-2015-4059,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,elaborate training methodologies and facilities for the community and parents to participate in the upbringing and teaching of preschool age children,verify,1,0.95,develop state standards for preschool upbringing and education,verify,0,0.9,,triage,1,1.0,establish special grants for support of the gifted youth,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,328.0,National Strategy of Education Development of the Republic of Tajikistan till 2020,Tajikistan,Lower middle income,2012,http://planipolis.iiep.unesco.org/en/2012/national-strategy-education-development-republic-tajikistan-till-2020-5674,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,improvement of qualifications of teachers and education employees in preschool institutions by 2020,verify,0,0.9,,triage,1,0.92,government’s support in developing of professional brainpower will involve provision of free educational grants to most talented and perspective students,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,495.0,National Strategy for Education Development of the Republic of Tajikistan for the period until 2030,Tajikistan,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/national-strategy-education-development-republic-tajikistan-period-until-2030-7060,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,there will be a review and updating of standards and curricula for the care of children their development and education,verify,0,0.5,remoteness of educational institutions and distance to school and poor material and technical base e g lack of heat and electricity,verify,1,1.0,creation and implementation of the program for the allocation of thematic scholarships by the public and private sector for study at various levels of higher education,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,181.0,"Final Environmental and Social Management Framework (ESMF) for ""Learning Environment - Foundation of Quality Education"" (LEARN)",Tajikistan,Lower middle income,2022,http://planipolis.iiep.unesco.org/en/2022/final-environmental-and-social-management-framework-esmf-learning-environment-foundation,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage
